,Unnamed: 0,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
7323,237123,6KOI9Op0fdvmPBG4RMemZc,"Kapoor & Sons Mashup (By DJ Chetas) (From ""Kapoor & Sons (Since 1921)"")",47,221000,0,"['Nucleya', 'Benny Dayal', 'Amaal Mallik', 'Tanishk Bagchi', 'Badshah', 'Arko', 'Armaan Malik', 'Arijit Singh', 'Asees Kaur', 'Fazilpuria', 'Sukriti Kakar', 'Neha Kakkar']","['4C5AhCNE42K7lMgP0YbYaA', '61if35zz1W11GejEkxTLEQ', '76fuWYgIf3TVIopTs3vaJ6', '4f7KfxeHq9BiylGmyXepGt', '0y59o4v8uw5crbN9M3JiL1', '6jf2eKjiPT6P18RbOSLzf0', '4IKVDbCSBTxBeAsMKjAuTs', '4YRxDV8wJFPHPTeXepOstw', '1sVmXkzX2ukc6QvasrDBES', '4oaJL0V5asQDh4sqplTVhX', '3FgHkfb3IqG4WKuVe1xCXM', '5f4QpKfy7ptCHwTqspnSJI']",2016-03-04,0.654,0.951,5,-4.062,0,0.107,0.0308,0.00011,0.427,0.521,130.094,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7324,237135,6KRoKgWrly4FHndE6E1Ent,Kilo,40,180000,1,['SNIK'],['6wN4QyhoM6fN49kEB25rnl'],2019-07-03,0.51,0.813,7,-6.061,1,0.353,0.437,0.0,0.0594,0.733,162.6,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7325,237199,6Kk9SGnMMrpPPB0mDQ3CJz,Know How,52,242880,0,['Young MC'],['5n30a5V4ftXNMHCHChmK2h'],1989-01-01,0.868,0.919,7,-5.701,1,0.112,0.0594,0.0,0.105,0.711,116.803,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7326,237204,6KnQdLZVwW0iBsNpk1HdHR,Kapitel 05: Das Dschungelbuch,35,93893,0,['Disney - Das Dschungelbuch'],['35aUtDxOPjNvjHWwvHG5Kn'],1997-01-01,0.784,0.452,9,-12.982,0,0.923,0.666,0.0,0.171,0.727,104.968,3,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7327,237216,6KpJ1CTEIeYkFI5ZpIafpy,Koca Yusuf,32,254000,0,['Erhan Güleryüz'],['02vz4pSTcSNzNXlQeEHIs7'],2004-02-05,0.665,0.877,7,-5.634,1,0.0352,0.0154,0.0,0.0878,0.749,135.05,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7328,237227,6Kt5tN9k2SmNMbWDKIxbNQ,Komodo - Radio Edit,47,202627,0,['Mauro Picotto'],['0MNSDAOCHF7f2ZfAYxZ9bp'],2012-09-21,0.432,0.832,11,-5.825,0,0.0398,0.116,0.61,0.395,0.319,137.699,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7329,237274,6L9QEblhHct984nT4zNxYt,Kotka,36,248720,0,"['Uniikki', 'Hookki-Heikk1', 'MG']","['1Q0Vv9aJFSOCFFHsH3seWX', '0CJY1np2bbbKXpsa1NTSg0', '26evmTH41rc4HgKNWazhCV']",2012-01-01,0.852,0.863,1,-3.989,0,0.243,0.118,0.0,0.081,0.846,109.725,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7330,237312,6LOuCCnhC0Eth57XbF8nFF,Kako Skili,34,214882,0,['Pantelis Pantelidis'],['1TubjoUgPPYHfMoUrvJxP3'],2013-01-01,0.566,0.951,7,-2.801,0,0.144,0.0793,2.07e-06,0.214,0.765,94.914,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7331,237327,6LS7KVtFl2O8jO185gUEuZ,Kördüğüm,36,290360,0,['mor ve ötesi'],['5ixQSDvAMa5O758xG8MWXT'],2006-05-05,0.621,0.757,9,-6.201,0,0.0383,0.00122,0.00509,0.0752,0.375,132.026,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7332,237366,6Ld5egLeZlCTwipByY9Sm3,Kapitel 25: Cinderella,33,72827,0,['Disney - Cinderella'],['3nQZ9aixzOxaCkd5bshAB8'],1997-01-01,0.729,0.448,3,-12.203,1,0.605,0.968,0.000976,0.741,0.741,108.455,3,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
